kali-susp:Candidate [className=org.apache.commons.lang3.math.NumberUtils, methodName=org.apache.commons.lang3.math.NumberUtils{createNumber(Ljava/lang/String;)Ljava/lang/Number; 0.0, lineNumber=588, susp=1.0]
kali-susp:Candidate [className=org.apache.commons.lang3.math.Fraction, methodName=org.apache.commons.lang3.math.Fraction{divideBy(Lorg/apache/commons/lang3/math/Fraction;)Lorg/apache/commons/lang3/math/Fraction; 0.0, lineNumber=819, susp=0.0]
kali-susp:Candidate [className=org.apache.commons.lang3.math.Fraction, methodName=org.apache.commons.lang3.math.Fraction{divideBy(Lorg/apache/commons/lang3/math/Fraction;)Lorg/apache/commons/lang3/math/Fraction; 0.0, lineNumber=816, susp=0.0]
kali-susp:Candidate [className=org.apache.commons.lang3.math.Fraction, methodName=org.apache.commons.lang3.math.Fraction{hashCode()I 0.0, lineNumber=856, susp=0.0]
kali-susp:Candidate [className=org.apache.commons.lang3.math.Fraction, methodName=org.apache.commons.lang3.math.Fraction{toProperString()Ljava/lang/String; 0.0, lineNumber=936, susp=0.0]
kali-susp:Candidate [className=org.apache.commons.lang3.math.Fraction, methodName=org.apache.commons.lang3.math.Fraction{toProperString()Ljava/lang/String; 0.0, lineNumber=930, susp=0.0]
kali-susp:Candidate [className=org.apache.commons.lang3.math.Fraction, methodName=org.apache.commons.lang3.math.Fraction{toProperString()Ljava/lang/String; 0.0, lineNumber=928, susp=0.0]
kali-susp:Candidate [className=org.apache.commons.lang3.math.Fraction, methodName=org.apache.commons.lang3.math.Fraction{toProperString()Ljava/lang/String; 0.0, lineNumber=926, susp=0.0]
kali-susp:Candidate [className=org.apache.commons.lang3.math.Fraction, methodName=org.apache.commons.lang3.math.Fraction{toProperString()Ljava/lang/String; 0.0, lineNumber=924, susp=0.0]
kali-susp:Candidate [className=org.apache.commons.lang3.math.Fraction, methodName=org.apache.commons.lang3.math.Fraction{toProperString()Ljava/lang/String; 0.0, lineNumber=923, susp=0.0]
kali-susp:Candidate [className=org.apache.commons.lang3.math.Fraction, methodName=org.apache.commons.lang3.math.Fraction{getFraction(Ljava/lang/String;)Lorg/apache/commons/lang3/math/Fraction; 0.0, lineNumber=346, susp=0.0]
kali-susp:Candidate [className=org.apache.commons.lang3.math.Fraction, methodName=org.apache.commons.lang3.math.Fraction{getFraction(Ljava/lang/String;)Lorg/apache/commons/lang3/math/Fraction; 0.0, lineNumber=331, susp=0.0]
kali-susp:Candidate [className=org.apache.commons.lang3.math.Fraction, methodName=org.apache.commons.lang3.math.Fraction{getFraction(Ljava/lang/String;)Lorg/apache/commons/lang3/math/Fraction; 0.0, lineNumber=325, susp=0.0]
kali-susp:Candidate [className=org.apache.commons.lang3.math.Fraction, methodName=org.apache.commons.lang3.math.Fraction{getFraction(D)Lorg/apache/commons/lang3/math/Fraction; 0.0, lineNumber=295, susp=0.0]
kali-susp:Candidate [className=org.apache.commons.lang3.math.Fraction, methodName=org.apache.commons.lang3.math.Fraction{getFraction(D)Lorg/apache/commons/lang3/math/Fraction; 0.0, lineNumber=252, susp=0.0]
kali-susp:Candidate [className=org.apache.commons.lang3.math.Fraction, methodName=org.apache.commons.lang3.math.Fraction{compareTo(Lorg/apache/commons/lang3/math/Fraction;)I 0.0, lineNumber=888, susp=0.0]
kali-susp:Candidate [className=org.apache.commons.lang3.math.Fraction, methodName=org.apache.commons.lang3.math.Fraction{getFraction(Ljava/lang/String;)Lorg/apache/commons/lang3/math/Fraction; 0.0, lineNumber=320, susp=0.0]
kali-susp:Candidate [className=org.apache.commons.lang3.math.Fraction, methodName=org.apache.commons.lang3.math.Fraction{toString()Ljava/lang/String; 0.0, lineNumber=904, susp=0.0]
kali-susp:Candidate [className=org.apache.commons.lang3.math.Fraction, methodName=org.apache.commons.lang3.math.Fraction{subAndCheck(II)I 0.0, lineNumber=688, susp=0.0]
kali-susp:Candidate [className=org.apache.commons.lang3.math.Fraction, methodName=org.apache.commons.lang3.math.Fraction{compareTo(Lorg/apache/commons/lang3/math/Fraction;)I 0.0, lineNumber=886, susp=0.0]
kali-susp:Candidate [className=org.apache.commons.lang3.math.Fraction, methodName=org.apache.commons.lang3.math.Fraction{compareTo(Lorg/apache/commons/lang3/math/Fraction;)I 0.0, lineNumber=879, susp=0.0]
kali-susp:Candidate [className=org.apache.commons.lang3.math.Fraction, methodName=org.apache.commons.lang3.math.Fraction{compareTo(Lorg/apache/commons/lang3/math/Fraction;)I 0.0, lineNumber=876, susp=0.0]
kali-susp:Candidate [className=org.apache.commons.lang3.math.Fraction, methodName=org.apache.commons.lang3.math.Fraction{equals(Ljava/lang/Object;)Z 0.0, lineNumber=841, susp=0.0]
kali-susp:Candidate [className=org.apache.commons.lang3.math.Fraction, methodName=org.apache.commons.lang3.math.Fraction{equals(Ljava/lang/Object;)Z 0.0, lineNumber=838, susp=0.0]
kali-susp:Candidate [className=org.apache.commons.lang3.math.Fraction, methodName=org.apache.commons.lang3.math.Fraction{multiplyBy(Lorg/apache/commons/lang3/math/Fraction;)Lorg/apache/commons/lang3/math/Fraction; 0.0, lineNumber=793, susp=0.0]
kali-susp:Candidate [className=org.apache.commons.lang3.math.Fraction, methodName=org.apache.commons.lang3.math.Fraction{multiplyBy(Lorg/apache/commons/lang3/math/Fraction;)Lorg/apache/commons/lang3/math/Fraction; 0.0, lineNumber=790, susp=0.0]
kali-susp:Candidate [className=org.apache.commons.lang3.math.Fraction, methodName=org.apache.commons.lang3.math.Fraction{pow(I)Lorg/apache/commons/lang3/math/Fraction; 0.0, lineNumber=558, susp=0.0]
kali-susp:Candidate [className=org.apache.commons.lang3.math.Fraction, methodName=org.apache.commons.lang3.math.Fraction{pow(I)Lorg/apache/commons/lang3/math/Fraction; 0.0, lineNumber=552, susp=0.0]
kali-susp:Candidate [className=org.apache.commons.lang3.math.Fraction, methodName=org.apache.commons.lang3.math.Fraction{pow(I)Lorg/apache/commons/lang3/math/Fraction; 0.0, lineNumber=551, susp=0.0]
kali-susp:Candidate [className=org.apache.commons.lang3.math.Fraction, methodName=org.apache.commons.lang3.math.Fraction{pow(I)Lorg/apache/commons/lang3/math/Fraction; 0.0, lineNumber=549, susp=0.0]
kali-susp:Candidate [className=org.apache.commons.lang3.math.Fraction, methodName=org.apache.commons.lang3.math.Fraction{pow(I)Lorg/apache/commons/lang3/math/Fraction; 0.0, lineNumber=547, susp=0.0]
kali-susp:Candidate [className=org.apache.commons.lang3.math.Fraction, methodName=org.apache.commons.lang3.math.Fraction{invert()Lorg/apache/commons/lang3/math/Fraction; 0.0, lineNumber=496, susp=0.0]
kali-susp:Candidate [className=org.apache.commons.lang3.math.Fraction, methodName=org.apache.commons.lang3.math.Fraction{invert()Lorg/apache/commons/lang3/math/Fraction; 0.0, lineNumber=493, susp=0.0]
kali-susp:Candidate [className=org.apache.commons.lang3.math.Fraction, methodName=org.apache.commons.lang3.math.Fraction{invert()Lorg/apache/commons/lang3/math/Fraction; 0.0, lineNumber=490, susp=0.0]
kali-susp:Candidate [className=org.apache.commons.lang3.math.Fraction, methodName=org.apache.commons.lang3.math.Fraction{addSub(Lorg/apache/commons/lang3/math/Fraction;Z)Lorg/apache/commons/lang3/math/Fraction; 0.0, lineNumber=770, susp=0.0]
kali-susp:Candidate [className=org.apache.commons.lang3.math.Fraction, methodName=org.apache.commons.lang3.math.Fraction{addSub(Lorg/apache/commons/lang3/math/Fraction;Z)Lorg/apache/commons/lang3/math/Fraction; 0.0, lineNumber=747, susp=0.0]
kali-susp:Candidate [className=org.apache.commons.lang3.math.Fraction, methodName=org.apache.commons.lang3.math.Fraction{addSub(Lorg/apache/commons/lang3/math/Fraction;Z)Lorg/apache/commons/lang3/math/Fraction; 0.0, lineNumber=741, susp=0.0]
kali-susp:Candidate [className=org.apache.commons.lang3.math.Fraction, methodName=org.apache.commons.lang3.math.Fraction{addSub(Lorg/apache/commons/lang3/math/Fraction;Z)Lorg/apache/commons/lang3/math/Fraction; 0.0, lineNumber=738, susp=0.0]
kali-susp:Candidate [className=org.apache.commons.lang3.math.Fraction, methodName=org.apache.commons.lang3.math.Fraction{addSub(Lorg/apache/commons/lang3/math/Fraction;Z)Lorg/apache/commons/lang3/math/Fraction; 0.0, lineNumber=734, susp=0.0]
kali-susp:Candidate [className=org.apache.commons.lang3.math.Fraction, methodName=org.apache.commons.lang3.math.Fraction{addAndCheck(II)I 0.0, lineNumber=670, susp=0.0]
kali-susp:Candidate [className=org.apache.commons.lang3.math.Fraction, methodName=org.apache.commons.lang3.math.Fraction{mulPosAndCheck(II)I 0.0, lineNumber=653, susp=0.0]
kali-susp:Candidate [className=org.apache.commons.lang3.math.Fraction, methodName=org.apache.commons.lang3.math.Fraction{mulAndCheck(II)I 0.0, lineNumber=634, susp=0.0]
kali-susp:Candidate [className=org.apache.commons.lang3.math.Fraction, methodName=org.apache.commons.lang3.math.Fraction{abs()Lorg/apache/commons/lang3/math/Fraction; 0.0, lineNumber=528, susp=0.0]
kali-susp:Candidate [className=org.apache.commons.lang3.math.Fraction, methodName=org.apache.commons.lang3.math.Fraction{negate()Lorg/apache/commons/lang3/math/Fraction; 0.0, lineNumber=512, susp=0.0]
kali-susp:Candidate [className=org.apache.commons.lang3.math.Fraction, methodName=org.apache.commons.lang3.math.Fraction{getFraction(II)Lorg/apache/commons/lang3/math/Fraction; 0.0, lineNumber=146, susp=0.0]
kali-susp:Candidate [className=org.apache.commons.lang3.math.Fraction, methodName=org.apache.commons.lang3.math.Fraction{getFraction(II)Lorg/apache/commons/lang3/math/Fraction; 0.0, lineNumber=145, susp=0.0]
kali-susp:Candidate [className=org.apache.commons.lang3.math.Fraction, methodName=org.apache.commons.lang3.math.Fraction{getFraction(II)Lorg/apache/commons/lang3/math/Fraction; 0.0, lineNumber=142, susp=0.0]
kali-susp:Candidate [className=org.apache.commons.lang3.math.Fraction, methodName=org.apache.commons.lang3.math.Fraction{greatestCommonDivisor(II)I 0.0, lineNumber=607, susp=0.0]
kali-susp:Candidate [className=org.apache.commons.lang3.math.Fraction, methodName=org.apache.commons.lang3.math.Fraction{greatestCommonDivisor(II)I 0.0, lineNumber=592, susp=0.0]
kali-susp:Candidate [className=org.apache.commons.lang3.math.Fraction, methodName=org.apache.commons.lang3.math.Fraction{greatestCommonDivisor(II)I 0.0, lineNumber=586, susp=0.0]
kali-susp:Candidate [className=org.apache.commons.lang3.math.Fraction, methodName=org.apache.commons.lang3.math.Fraction{greatestCommonDivisor(II)I 0.0, lineNumber=585, susp=0.0]
kali-susp:Candidate [className=org.apache.commons.lang3.math.Fraction, methodName=org.apache.commons.lang3.math.Fraction{greatestCommonDivisor(II)I 0.0, lineNumber=578, susp=0.0]
kali-susp:Candidate [className=org.apache.commons.lang3.math.Fraction, methodName=org.apache.commons.lang3.math.Fraction{getReducedFraction(II)Lorg/apache/commons/lang3/math/Fraction; 0.0, lineNumber=221, susp=0.0]
kali-susp:Candidate [className=org.apache.commons.lang3.math.Fraction, methodName=org.apache.commons.lang3.math.Fraction{getReducedFraction(II)Lorg/apache/commons/lang3/math/Fraction; 0.0, lineNumber=220, susp=0.0]
kali-susp:Candidate [className=org.apache.commons.lang3.math.Fraction, methodName=org.apache.commons.lang3.math.Fraction{getReducedFraction(II)Lorg/apache/commons/lang3/math/Fraction; 0.0, lineNumber=217, susp=0.0]
kali-susp:Candidate [className=org.apache.commons.lang3.math.Fraction, methodName=org.apache.commons.lang3.math.Fraction{getReducedFraction(II)Lorg/apache/commons/lang3/math/Fraction; 0.0, lineNumber=213, susp=0.0]
kali-susp:Candidate [className=org.apache.commons.lang3.math.Fraction, methodName=org.apache.commons.lang3.math.Fraction{getReducedFraction(II)Lorg/apache/commons/lang3/math/Fraction; 0.0, lineNumber=210, susp=0.0]
kali-susp:Candidate [className=org.apache.commons.lang3.math.Fraction, methodName=org.apache.commons.lang3.math.Fraction{getFraction(III)Lorg/apache/commons/lang3/math/Fraction; 0.0, lineNumber=188, susp=0.0]
kali-susp:Candidate [className=org.apache.commons.lang3.math.Fraction, methodName=org.apache.commons.lang3.math.Fraction{getFraction(III)Lorg/apache/commons/lang3/math/Fraction; 0.0, lineNumber=183, susp=0.0]
kali-susp:Candidate [className=org.apache.commons.lang3.math.Fraction, methodName=org.apache.commons.lang3.math.Fraction{getFraction(III)Lorg/apache/commons/lang3/math/Fraction; 0.0, lineNumber=179, susp=0.0]
kali-susp:Candidate [className=org.apache.commons.lang3.math.Fraction, methodName=org.apache.commons.lang3.math.Fraction{getFraction(III)Lorg/apache/commons/lang3/math/Fraction; 0.0, lineNumber=176, susp=0.0]
kali-susp:Candidate [className=org.apache.commons.lang3.math.Fraction, methodName=org.apache.commons.lang3.math.Fraction{getFraction(III)Lorg/apache/commons/lang3/math/Fraction; 0.0, lineNumber=173, susp=0.0]
kali-susp:Candidate [className=org.apache.commons.lang3.CharSetUtils, methodName=org.apache.commons.lang3.CharSetUtils{count(Ljava/lang/String;Ljava/lang/String;)I 0.0, lineNumber=134, susp=0.0]
kali-susp:Candidate [className=org.apache.commons.lang3.CharSetUtils, methodName=org.apache.commons.lang3.CharSetUtils{count(Ljava/lang/String;[Ljava/lang/String;)I 0.0, lineNumber=165, susp=0.0]
kali-susp:Candidate [className=org.apache.commons.lang3.CharSetUtils, methodName=org.apache.commons.lang3.CharSetUtils{count(Ljava/lang/String;[Ljava/lang/String;)I 0.0, lineNumber=157, susp=0.0]
kali-susp:Candidate [className=org.apache.commons.lang3.CharSetUtils, methodName=org.apache.commons.lang3.CharSetUtils{keep(Ljava/lang/String;[Ljava/lang/String;)Ljava/lang/String; 0.0, lineNumber=225, susp=0.0]
kali-susp:Candidate [className=org.apache.commons.lang3.CharSetUtils, methodName=org.apache.commons.lang3.CharSetUtils{keep(Ljava/lang/String;[Ljava/lang/String;)Ljava/lang/String; 0.0, lineNumber=222, susp=0.0]
kali-susp:Candidate [className=org.apache.commons.lang3.CharSetUtils, methodName=org.apache.commons.lang3.CharSetUtils{keep(Ljava/lang/String;Ljava/lang/String;)Ljava/lang/String; 0.0, lineNumber=197, susp=0.0]
kali-susp:Candidate [className=org.apache.commons.lang3.CharSetUtils, methodName=org.apache.commons.lang3.CharSetUtils{keep(Ljava/lang/String;Ljava/lang/String;)Ljava/lang/String; 0.0, lineNumber=194, susp=0.0]
kali-susp:Candidate [className=org.apache.commons.lang3.CharSetUtils, methodName=org.apache.commons.lang3.CharSetUtils{modify(Ljava/lang/String;[Ljava/lang/String;Z)Ljava/lang/String; 0.0, lineNumber=297, susp=0.0]
kali-susp:Candidate [className=org.apache.commons.lang3.CharSetUtils, methodName=org.apache.commons.lang3.CharSetUtils{delete(Ljava/lang/String;[Ljava/lang/String;)Ljava/lang/String; 0.0, lineNumber=276, susp=0.0]
kali-susp:Candidate [className=org.apache.commons.lang3.CharSetUtils, methodName=org.apache.commons.lang3.CharSetUtils{delete(Ljava/lang/String;Ljava/lang/String;)Ljava/lang/String; 0.0, lineNumber=252, susp=0.0]
kali-susp:Candidate [className=org.apache.commons.lang3.CharSetUtils, methodName=org.apache.commons.lang3.CharSetUtils{squeeze(Ljava/lang/String;[Ljava/lang/String;)Ljava/lang/String; 0.0, lineNumber=103, susp=0.0]
kali-susp:Candidate [className=org.apache.commons.lang3.CharSetUtils, methodName=org.apache.commons.lang3.CharSetUtils{squeeze(Ljava/lang/String;[Ljava/lang/String;)Ljava/lang/String; 0.0, lineNumber=102, susp=0.0]
kali-susp:Candidate [className=org.apache.commons.lang3.CharSetUtils, methodName=org.apache.commons.lang3.CharSetUtils{squeeze(Ljava/lang/String;[Ljava/lang/String;)Ljava/lang/String; 0.0, lineNumber=91, susp=0.0]
kali-susp:Candidate [className=org.apache.commons.lang3.CharSetUtils, methodName=org.apache.commons.lang3.CharSetUtils{squeeze(Ljava/lang/String;Ljava/lang/String;)Ljava/lang/String; 0.0, lineNumber=68, susp=0.0]
