kali-susp:Candidate [className=org.jfree.chart.block.AbstractBlock, methodName=org.jfree.chart.block.AbstractBlock{trimToContentHeight(Lorg/jfree/data/Range;)Lorg/jfree/data/Range; 0.0, lineNumber=453, susp=Infinity]
kali-susp:Candidate [className=org.jfree.chart.plot.PiePlot, methodName=org.jfree.chart.plot.PiePlot{equals(Ljava/lang/Object;)Z 0.0, lineNumber=2945, susp=0.0]
kali-susp:Candidate [className=org.jfree.chart.plot.PiePlot, methodName=org.jfree.chart.plot.PiePlot{equals(Ljava/lang/Object;)Z 0.0, lineNumber=2942, susp=0.0]
kali-susp:Candidate [className=org.jfree.chart.plot.PiePlot, methodName=org.jfree.chart.plot.PiePlot{equals(Ljava/lang/Object;)Z 0.0, lineNumber=2939, susp=0.0]
kali-susp:Candidate [className=org.jfree.chart.plot.PiePlot, methodName=org.jfree.chart.plot.PiePlot{equals(Ljava/lang/Object;)Z 0.0, lineNumber=2934, susp=0.0]
kali-susp:Candidate [className=org.jfree.chart.plot.PiePlot, methodName=org.jfree.chart.plot.PiePlot{equals(Ljava/lang/Object;)Z 0.0, lineNumber=2930, susp=0.0]
kali-susp:Candidate [className=org.jfree.chart.plot.PiePlot, methodName=org.jfree.chart.plot.PiePlot{equals(Ljava/lang/Object;)Z 0.0, lineNumber=2925, susp=0.0]
kali-susp:Candidate [className=org.jfree.chart.plot.PiePlot, methodName=org.jfree.chart.plot.PiePlot{equals(Ljava/lang/Object;)Z 0.0, lineNumber=2921, susp=0.0]
kali-susp:Candidate [className=org.jfree.chart.plot.PiePlot, methodName=org.jfree.chart.plot.PiePlot{equals(Ljava/lang/Object;)Z 0.0, lineNumber=2918, susp=0.0]
kali-susp:Candidate [className=org.jfree.chart.plot.PiePlot, methodName=org.jfree.chart.plot.PiePlot{equals(Ljava/lang/Object;)Z 0.0, lineNumber=2914, susp=0.0]
kali-susp:Candidate [className=org.jfree.chart.plot.PiePlot, methodName=org.jfree.chart.plot.PiePlot{equals(Ljava/lang/Object;)Z 0.0, lineNumber=2910, susp=0.0]
kali-susp:Candidate [className=org.jfree.chart.plot.PiePlot, methodName=org.jfree.chart.plot.PiePlot{equals(Ljava/lang/Object;)Z 0.0, lineNumber=2907, susp=0.0]
kali-susp:Candidate [className=org.jfree.chart.plot.PiePlot, methodName=org.jfree.chart.plot.PiePlot{equals(Ljava/lang/Object;)Z 0.0, lineNumber=2904, susp=0.0]
kali-susp:Candidate [className=org.jfree.chart.plot.PiePlot, methodName=org.jfree.chart.plot.PiePlot{equals(Ljava/lang/Object;)Z 0.0, lineNumber=2901, susp=0.0]
kali-susp:Candidate [className=org.jfree.chart.plot.PiePlot, methodName=org.jfree.chart.plot.PiePlot{equals(Ljava/lang/Object;)Z 0.0, lineNumber=2898, susp=0.0]
kali-susp:Candidate [className=org.jfree.chart.plot.PiePlot, methodName=org.jfree.chart.plot.PiePlot{equals(Ljava/lang/Object;)Z 0.0, lineNumber=2895, susp=0.0]
kali-susp:Candidate [className=org.jfree.chart.plot.PiePlot, methodName=org.jfree.chart.plot.PiePlot{equals(Ljava/lang/Object;)Z 0.0, lineNumber=2892, susp=0.0]
kali-susp:Candidate [className=org.jfree.chart.plot.PiePlot, methodName=org.jfree.chart.plot.PiePlot{setMinimumArcAngleToDraw(D)V 0.0, lineNumber=1967, susp=0.0]
kali-susp:Candidate [className=org.jfree.chart.plot.PiePlot, methodName=org.jfree.chart.plot.PiePlot{setLabelShadowPaint(Ljava/awt/Paint;)V 0.0, lineNumber=1766, susp=0.0]
kali-susp:Candidate [className=org.jfree.chart.plot.PiePlot, methodName=org.jfree.chart.plot.PiePlot{setLabelShadowPaint(Ljava/awt/Paint;)V 0.0, lineNumber=1765, susp=0.0]
kali-susp:Candidate [className=org.jfree.chart.plot.PiePlot, methodName=org.jfree.chart.plot.PiePlot{setLabelOutlineStroke(Ljava/awt/Stroke;)V 0.0, lineNumber=1742, susp=0.0]
kali-susp:Candidate [className=org.jfree.chart.plot.PiePlot, methodName=org.jfree.chart.plot.PiePlot{setLabelOutlineStroke(Ljava/awt/Stroke;)V 0.0, lineNumber=1741, susp=0.0]
kali-susp:Candidate [className=org.jfree.chart.plot.PiePlot, methodName=org.jfree.chart.plot.PiePlot{setLabelOutlinePaint(Ljava/awt/Paint;)V 0.0, lineNumber=1718, susp=0.0]
kali-susp:Candidate [className=org.jfree.chart.plot.PiePlot, methodName=org.jfree.chart.plot.PiePlot{setLabelOutlinePaint(Ljava/awt/Paint;)V 0.0, lineNumber=1717, susp=0.0]
kali-susp:Candidate [className=org.jfree.chart.plot.PiePlot, methodName=org.jfree.chart.plot.PiePlot{setLabelBackgroundPaint(Ljava/awt/Paint;)V 0.0, lineNumber=1694, susp=0.0]
kali-susp:Candidate [className=org.jfree.chart.plot.PiePlot, methodName=org.jfree.chart.plot.PiePlot{setLabelBackgroundPaint(Ljava/awt/Paint;)V 0.0, lineNumber=1693, susp=0.0]
kali-susp:Candidate [className=org.jfree.chart.plot.PiePlot, methodName=org.jfree.chart.plot.PiePlot{setLabelPaint(Ljava/awt/Paint;)V 0.0, lineNumber=1670, susp=0.0]
kali-susp:Candidate [className=org.jfree.chart.plot.PiePlot, methodName=org.jfree.chart.plot.PiePlot{setLabelPaint(Ljava/awt/Paint;)V 0.0, lineNumber=1669, susp=0.0]
kali-susp:Candidate [className=org.jfree.chart.plot.PiePlot, methodName=org.jfree.chart.plot.PiePlot{setLabelPaint(Ljava/awt/Paint;)V 0.0, lineNumber=1666, susp=0.0]
kali-susp:Candidate [className=org.jfree.chart.plot.PiePlot, methodName=org.jfree.chart.plot.PiePlot{setLabelFont(Ljava/awt/Font;)V 0.0, lineNumber=1643, susp=0.0]
kali-susp:Candidate [className=org.jfree.chart.plot.PiePlot, methodName=org.jfree.chart.plot.PiePlot{setLabelFont(Ljava/awt/Font;)V 0.0, lineNumber=1642, susp=0.0]
kali-susp:Candidate [className=org.jfree.chart.plot.PiePlot, methodName=org.jfree.chart.plot.PiePlot{setLabelFont(Ljava/awt/Font;)V 0.0, lineNumber=1639, susp=0.0]
kali-susp:Candidate [className=org.jfree.chart.plot.PiePlot, methodName=org.jfree.chart.plot.PiePlot{setLabelLinkStroke(Ljava/awt/Stroke;)V 0.0, lineNumber=1616, susp=0.0]
kali-susp:Candidate [className=org.jfree.chart.plot.PiePlot, methodName=org.jfree.chart.plot.PiePlot{setLabelLinkStroke(Ljava/awt/Stroke;)V 0.0, lineNumber=1615, susp=0.0]
kali-susp:Candidate [className=org.jfree.chart.plot.PiePlot, methodName=org.jfree.chart.plot.PiePlot{setLabelLinkStroke(Ljava/awt/Stroke;)V 0.0, lineNumber=1612, susp=0.0]
kali-susp:Candidate [className=org.jfree.chart.plot.PiePlot, methodName=org.jfree.chart.plot.PiePlot{setLabelLinkPaint(Ljava/awt/Paint;)V 0.0, lineNumber=1589, susp=0.0]
kali-susp:Candidate [className=org.jfree.chart.plot.PiePlot, methodName=org.jfree.chart.plot.PiePlot{setLabelLinkPaint(Ljava/awt/Paint;)V 0.0, lineNumber=1588, susp=0.0]
kali-susp:Candidate [className=org.jfree.chart.plot.PiePlot, methodName=org.jfree.chart.plot.PiePlot{setLabelLinkPaint(Ljava/awt/Paint;)V 0.0, lineNumber=1585, susp=0.0]
kali-susp:Candidate [className=org.jfree.chart.plot.PiePlot, methodName=org.jfree.chart.plot.PiePlot{setLabelLinkMargin(D)V 0.0, lineNumber=1560, susp=0.0]
kali-susp:Candidate [className=org.jfree.chart.plot.PiePlot, methodName=org.jfree.chart.plot.PiePlot{setLabelLinkMargin(D)V 0.0, lineNumber=1559, susp=0.0]
kali-susp:Candidate [className=org.jfree.chart.plot.PiePlot, methodName=org.jfree.chart.plot.PiePlot{setLabelLinksVisible(Z)V 0.0, lineNumber=1504, susp=0.0]
kali-susp:Candidate [className=org.jfree.chart.plot.PiePlot, methodName=org.jfree.chart.plot.PiePlot{setLabelLinksVisible(Z)V 0.0, lineNumber=1503, susp=0.0]
kali-susp:Candidate [className=org.jfree.chart.plot.PiePlot, methodName=org.jfree.chart.plot.PiePlot{setMaximumLabelWidth(D)V 0.0, lineNumber=1476, susp=0.0]
kali-susp:Candidate [className=org.jfree.chart.plot.PiePlot, methodName=org.jfree.chart.plot.PiePlot{setMaximumLabelWidth(D)V 0.0, lineNumber=1475, susp=0.0]
kali-susp:Candidate [className=org.jfree.chart.plot.PiePlot, methodName=org.jfree.chart.plot.PiePlot{setLabelGap(D)V 0.0, lineNumber=1452, susp=0.0]
kali-susp:Candidate [className=org.jfree.chart.plot.PiePlot, methodName=org.jfree.chart.plot.PiePlot{setLabelGap(D)V 0.0, lineNumber=1451, susp=0.0]
kali-susp:Candidate [className=org.jfree.chart.plot.PiePlot, methodName=org.jfree.chart.plot.PiePlot{setExplodePercent(Ljava/lang/Comparable;D)V 0.0, lineNumber=1381, susp=0.0]
kali-susp:Candidate [className=org.jfree.chart.plot.PiePlot, methodName=org.jfree.chart.plot.PiePlot{setExplodePercent(Ljava/lang/Comparable;D)V 0.0, lineNumber=1380, susp=0.0]
kali-susp:Candidate [className=org.jfree.chart.plot.PiePlot, methodName=org.jfree.chart.plot.PiePlot{setExplodePercent(Ljava/lang/Comparable;D)V 0.0, lineNumber=1377, susp=0.0]
kali-susp:Candidate [className=org.jfree.chart.plot.PiePlot, methodName=org.jfree.chart.plot.PiePlot{setExplodePercent(Ljava/lang/Comparable;D)V 0.0, lineNumber=1374, susp=0.0]
kali-susp:Candidate [className=org.jfree.chart.plot.PiePlot, methodName=org.jfree.chart.plot.PiePlot{setShadowYOffset(D)V 0.0, lineNumber=1332, susp=0.0]
kali-susp:Candidate [className=org.jfree.chart.plot.PiePlot, methodName=org.jfree.chart.plot.PiePlot{setShadowYOffset(D)V 0.0, lineNumber=1331, susp=0.0]
kali-susp:Candidate [className=org.jfree.chart.plot.PiePlot, methodName=org.jfree.chart.plot.PiePlot{setShadowXOffset(D)V 0.0, lineNumber=1308, susp=0.0]
kali-susp:Candidate [className=org.jfree.chart.plot.PiePlot, methodName=org.jfree.chart.plot.PiePlot{setShadowXOffset(D)V 0.0, lineNumber=1307, susp=0.0]
kali-susp:Candidate [className=org.jfree.chart.plot.PiePlot, methodName=org.jfree.chart.plot.PiePlot{setShadowPaint(Ljava/awt/Paint;)V 0.0, lineNumber=1284, susp=0.0]
kali-susp:Candidate [className=org.jfree.chart.plot.PiePlot, methodName=org.jfree.chart.plot.PiePlot{setShadowPaint(Ljava/awt/Paint;)V 0.0, lineNumber=1283, susp=0.0]
kali-susp:Candidate [className=org.jfree.chart.plot.PiePlot, methodName=org.jfree.chart.plot.PiePlot{setBaseSectionOutlineStroke(Ljava/awt/Stroke;)V 0.0, lineNumber=1260, susp=0.0]
kali-susp:Candidate [className=org.jfree.chart.plot.PiePlot, methodName=org.jfree.chart.plot.PiePlot{setBaseSectionOutlineStroke(Ljava/awt/Stroke;)V 0.0, lineNumber=1259, susp=0.0]
kali-susp:Candidate [className=org.jfree.chart.plot.PiePlot, methodName=org.jfree.chart.plot.PiePlot{setBaseSectionOutlineStroke(Ljava/awt/Stroke;)V 0.0, lineNumber=1256, susp=0.0]
kali-susp:Candidate [className=org.jfree.chart.plot.PiePlot, methodName=org.jfree.chart.plot.PiePlot{setSectionOutlineStroke(Ljava/lang/Comparable;Ljava/awt/Stroke;)V 0.0, lineNumber=1233, susp=0.0]
kali-susp:Candidate [className=org.jfree.chart.plot.PiePlot, methodName=org.jfree.chart.plot.PiePlot{setSectionOutlineStroke(Ljava/lang/Comparable;Ljava/awt/Stroke;)V 0.0, lineNumber=1232, susp=0.0]
kali-susp:Candidate [className=org.jfree.chart.plot.PiePlot, methodName=org.jfree.chart.plot.PiePlot{setBaseSectionOutlinePaint(Ljava/awt/Paint;)V 0.0, lineNumber=1125, susp=0.0]
kali-susp:Candidate [className=org.jfree.chart.plot.PiePlot, methodName=org.jfree.chart.plot.PiePlot{setBaseSectionOutlinePaint(Ljava/awt/Paint;)V 0.0, lineNumber=1124, susp=0.0]
kali-susp:Candidate [className=org.jfree.chart.plot.PiePlot, methodName=org.jfree.chart.plot.PiePlot{setBaseSectionOutlinePaint(Ljava/awt/Paint;)V 0.0, lineNumber=1121, susp=0.0]
kali-susp:Candidate [className=org.jfree.chart.plot.PiePlot, methodName=org.jfree.chart.plot.PiePlot{setSectionOutlinePaint(Ljava/lang/Comparable;Ljava/awt/Paint;)V 0.0, lineNumber=1098, susp=0.0]
kali-susp:Candidate [className=org.jfree.chart.plot.PiePlot, methodName=org.jfree.chart.plot.PiePlot{setSectionOutlinePaint(Ljava/lang/Comparable;Ljava/awt/Paint;)V 0.0, lineNumber=1097, susp=0.0]
kali-susp:Candidate [className=org.jfree.chart.plot.PiePlot, methodName=org.jfree.chart.plot.PiePlot{setSectionOutlinesVisible(Z)V 0.0, lineNumber=992, susp=0.0]
kali-susp:Candidate [className=org.jfree.chart.plot.PiePlot, methodName=org.jfree.chart.plot.PiePlot{setSectionOutlinesVisible(Z)V 0.0, lineNumber=991, susp=0.0]
kali-susp:Candidate [className=org.jfree.chart.plot.PiePlot, methodName=org.jfree.chart.plot.PiePlot{setBaseSectionPaint(Ljava/awt/Paint;)V 0.0, lineNumber=963, susp=0.0]
kali-susp:Candidate [className=org.jfree.chart.plot.PiePlot, methodName=org.jfree.chart.plot.PiePlot{setBaseSectionPaint(Ljava/awt/Paint;)V 0.0, lineNumber=962, susp=0.0]
kali-susp:Candidate [className=org.jfree.chart.plot.PiePlot, methodName=org.jfree.chart.plot.PiePlot{setBaseSectionPaint(Ljava/awt/Paint;)V 0.0, lineNumber=959, susp=0.0]
kali-susp:Candidate [className=org.jfree.chart.plot.PiePlot, methodName=org.jfree.chart.plot.PiePlot{setSectionPaint(Ljava/lang/Comparable;Ljava/awt/Paint;)V 0.0, lineNumber=935, susp=0.0]
kali-susp:Candidate [className=org.jfree.chart.plot.PiePlot, methodName=org.jfree.chart.plot.PiePlot{setSectionPaint(Ljava/lang/Comparable;Ljava/awt/Paint;)V 0.0, lineNumber=934, susp=0.0]
kali-susp:Candidate [className=org.jfree.chart.plot.PiePlot, methodName=org.jfree.chart.plot.PiePlot{setCircular(ZZ)V 0.0, lineNumber=745, susp=0.0]
kali-susp:Candidate [className=org.jfree.chart.plot.PiePlot, methodName=org.jfree.chart.plot.PiePlot{setCircular(Z)V 0.0, lineNumber=730, susp=0.0]
kali-susp:Candidate [className=org.jfree.chart.plot.PiePlot, methodName=org.jfree.chart.plot.PiePlot{setInteriorGap(D)V 0.0, lineNumber=704, susp=0.0]
kali-susp:Candidate [className=org.jfree.chart.plot.PiePlot, methodName=org.jfree.chart.plot.PiePlot{setInteriorGap(D)V 0.0, lineNumber=703, susp=0.0]
kali-susp:Candidate [className=org.jfree.chart.plot.PiePlot, methodName=org.jfree.chart.plot.PiePlot{setInteriorGap(D)V 0.0, lineNumber=702, susp=0.0]
kali-susp:Candidate [className=org.jfree.chart.plot.PiePlot, methodName=org.jfree.chart.plot.PiePlot{setInteriorGap(D)V 0.0, lineNumber=697, susp=0.0]
kali-susp:Candidate [className=org.jfree.chart.plot.PiePlot, methodName=org.jfree.chart.plot.PiePlot{setDirection(Lorg/jfree/chart/util/Rotation;)V 0.0, lineNumber=669, susp=0.0]
kali-susp:Candidate [className=org.jfree.chart.plot.PiePlot, methodName=org.jfree.chart.plot.PiePlot{setDirection(Lorg/jfree/chart/util/Rotation;)V 0.0, lineNumber=668, susp=0.0]
kali-susp:Candidate [className=org.jfree.chart.plot.PiePlot, methodName=org.jfree.chart.plot.PiePlot{setDirection(Lorg/jfree/chart/util/Rotation;)V 0.0, lineNumber=665, susp=0.0]
kali-susp:Candidate [className=org.jfree.chart.plot.PiePlot, methodName=org.jfree.chart.plot.PiePlot{setStartAngle(D)V 0.0, lineNumber=641, susp=0.0]
kali-susp:Candidate [className=org.jfree.chart.plot.PiePlot, methodName=org.jfree.chart.plot.PiePlot{setStartAngle(D)V 0.0, lineNumber=640, susp=0.0]
kali-susp:Candidate [className=org.jfree.chart.plot.PiePlot, methodName=org.jfree.chart.plot.PiePlot{setPieIndex(I)V 0.0, lineNumber=614, susp=0.0]
kali-susp:Candidate [className=org.jfree.chart.labels.AbstractPieItemLabelGenerator, methodName=org.jfree.chart.labels.AbstractPieItemLabelGenerator{equals(Ljava/lang/Object;)Z 0.0, lineNumber=196, susp=0.0]
kali-susp:Candidate [className=org.jfree.chart.urls.StandardPieURLGenerator, methodName=org.jfree.chart.urls.StandardPieURLGenerator{equals(Ljava/lang/Object;)Z 0.0, lineNumber=174, susp=0.0]
kali-susp:Candidate [className=org.jfree.chart.labels.StandardPieSectionLabelGenerator, methodName=org.jfree.chart.labels.StandardPieSectionLabelGenerator{equals(Ljava/lang/Object;)Z 0.0, lineNumber=223, susp=0.0]
kali-susp:Candidate [className=org.jfree.chart.plot.PiePlot, methodName=org.jfree.chart.plot.PiePlot{getLegendItems()Lorg/jfree/chart/LegendItemCollection; 0.0, lineNumber=2717, susp=0.0]
kali-susp:Candidate [className=org.jfree.chart.plot.PiePlot, methodName=org.jfree.chart.plot.PiePlot{getLegendItems()Lorg/jfree/chart/LegendItemCollection; 0.0, lineNumber=2682, susp=0.0]
kali-susp:Candidate [className=org.jfree.chart.plot.PiePlot, methodName=org.jfree.chart.plot.PiePlot{setIgnoreZeroValues(Z)V 0.0, lineNumber=802, susp=0.0]
kali-susp:Candidate [className=org.jfree.chart.plot.PiePlot, methodName=org.jfree.chart.plot.PiePlot{setIgnoreZeroValues(Z)V 0.0, lineNumber=801, susp=0.0]
kali-susp:Candidate [className=org.jfree.chart.plot.PiePlot, methodName=org.jfree.chart.plot.PiePlot{setIgnoreNullValues(Z)V 0.0, lineNumber=774, susp=0.0]
kali-susp:Candidate [className=org.jfree.chart.plot.PiePlot, methodName=org.jfree.chart.plot.PiePlot{setIgnoreNullValues(Z)V 0.0, lineNumber=773, susp=0.0]
kali-susp:Candidate [className=org.jfree.chart.plot.PiePlot, methodName=org.jfree.chart.plot.PiePlot{clone()Ljava/lang/Object; 0.0, lineNumber=3063, susp=0.0]
kali-susp:Candidate [className=org.jfree.chart.plot.PiePlot, methodName=org.jfree.chart.plot.PiePlot{equals(Ljava/lang/Object;)Z 0.0, lineNumber=3030, susp=0.0]
kali-susp:Candidate [className=org.jfree.chart.plot.PiePlot, methodName=org.jfree.chart.plot.PiePlot{setLegendLabelToolTipGenerator(Lorg/jfree/chart/labels/PieSectionLabelGenerator;)V 0.0, lineNumber=2046, susp=0.0]
kali-susp:Candidate [className=org.jfree.chart.plot.PiePlot, methodName=org.jfree.chart.plot.PiePlot{setLegendLabelToolTipGenerator(Lorg/jfree/chart/labels/PieSectionLabelGenerator;)V 0.0, lineNumber=2045, susp=0.0]
kali-susp:Candidate [className=org.jfree.chart.plot.PiePlot, methodName=org.jfree.chart.plot.PiePlot{clone()Ljava/lang/Object; 0.0, lineNumber=3054, susp=0.0]
kali-susp:Candidate [className=org.jfree.chart.plot.PiePlot, methodName=org.jfree.chart.plot.PiePlot{getURLGenerator()Lorg/jfree/chart/urls/PieURLGenerator; 0.0, lineNumber=1920, susp=0.0]
kali-susp:Candidate [className=org.jfree.chart.plot.PiePlot, methodName=org.jfree.chart.plot.PiePlot{clone()Ljava/lang/Object; 0.0, lineNumber=3067, susp=0.0]
kali-susp:Candidate [className=org.jfree.chart.plot.PiePlot, methodName=org.jfree.chart.plot.PiePlot{setLegendLabelURLGenerator(Lorg/jfree/chart/urls/PieURLGenerator;)V 0.0, lineNumber=2074, susp=0.0]
kali-susp:Candidate [className=org.jfree.chart.plot.PiePlot, methodName=org.jfree.chart.plot.PiePlot{setLegendLabelURLGenerator(Lorg/jfree/chart/urls/PieURLGenerator;)V 0.0, lineNumber=2073, susp=0.0]
kali-susp:Candidate [className=org.jfree.chart.plot.PiePlot, methodName=org.jfree.chart.plot.PiePlot{getLegendLabelURLGenerator()Lorg/jfree/chart/urls/PieURLGenerator; 0.0, lineNumber=2059, susp=0.0]
kali-susp:Candidate [className=org.jfree.chart.urls.CustomPieURLGenerator, methodName=org.jfree.chart.urls.CustomPieURLGenerator{clone()Ljava/lang/Object; 0.0, lineNumber=223, susp=0.0]
kali-susp:Candidate [className=org.jfree.chart.urls.CustomPieURLGenerator, methodName=org.jfree.chart.urls.CustomPieURLGenerator{clone()Ljava/lang/Object; 0.0, lineNumber=210, susp=0.0]
kali-susp:Candidate [className=org.jfree.chart.urls.CustomPieURLGenerator, methodName=org.jfree.chart.urls.CustomPieURLGenerator{clone()Ljava/lang/Object; 0.0, lineNumber=205, susp=0.0]
kali-susp:Candidate [className=org.jfree.chart.urls.CustomPieURLGenerator, methodName=org.jfree.chart.urls.CustomPieURLGenerator{equals(Ljava/lang/Object;)Z 0.0, lineNumber=192, susp=0.0]
kali-susp:Candidate [className=org.jfree.chart.urls.CustomPieURLGenerator, methodName=org.jfree.chart.urls.CustomPieURLGenerator{equals(Ljava/lang/Object;)Z 0.0, lineNumber=178, susp=0.0]
kali-susp:Candidate [className=org.jfree.chart.urls.CustomPieURLGenerator, methodName=org.jfree.chart.urls.CustomPieURLGenerator{equals(Ljava/lang/Object;)Z 0.0, lineNumber=174, susp=0.0]
kali-susp:Candidate [className=org.jfree.chart.urls.CustomPieURLGenerator, methodName=org.jfree.chart.urls.CustomPieURLGenerator{equals(Ljava/lang/Object;)Z 0.0, lineNumber=173, susp=0.0]
kali-susp:Candidate [className=org.jfree.chart.urls.CustomPieURLGenerator, methodName=org.jfree.chart.urls.CustomPieURLGenerator{equals(Ljava/lang/Object;)Z 0.0, lineNumber=172, susp=0.0]
kali-susp:Candidate [className=org.jfree.chart.urls.CustomPieURLGenerator, methodName=org.jfree.chart.urls.CustomPieURLGenerator{equals(Ljava/lang/Object;)Z 0.0, lineNumber=168, susp=0.0]
kali-susp:Candidate [className=org.jfree.chart.urls.CustomPieURLGenerator, methodName=org.jfree.chart.urls.CustomPieURLGenerator{getListCount()I 0.0, lineNumber=103, susp=0.0]
kali-susp:Candidate [className=org.jfree.chart.plot.PiePlot, methodName=org.jfree.chart.plot.PiePlot{equals(Ljava/lang/Object;)Z 0.0, lineNumber=3022, susp=0.0]
kali-susp:Candidate [className=org.jfree.chart.plot.PiePlot, methodName=org.jfree.chart.plot.PiePlot{setLegendItemShape(Ljava/awt/Shape;)V 0.0, lineNumber=1994, susp=0.0]
kali-susp:Candidate [className=org.jfree.chart.plot.PiePlot, methodName=org.jfree.chart.plot.PiePlot{setLegendItemShape(Ljava/awt/Shape;)V 0.0, lineNumber=1993, susp=0.0]
kali-susp:Candidate [className=org.jfree.chart.plot.PiePlot, methodName=org.jfree.chart.plot.PiePlot{setLegendItemShape(Ljava/awt/Shape;)V 0.0, lineNumber=1990, susp=0.0]
kali-susp:Candidate [className=org.jfree.chart.plot.PiePlotState, methodName=org.jfree.chart.plot.PiePlotState{getExplodedPieArea()Ljava/awt/geom/Rectangle2D; 0.0, lineNumber=172, susp=0.0]
kali-susp:Candidate [className=org.jfree.chart.plot.PiePlotState, methodName=org.jfree.chart.plot.PiePlotState{getPieArea()Ljava/awt/geom/Rectangle2D; 0.0, lineNumber=154, susp=0.0]
kali-susp:Candidate [className=org.jfree.chart.plot.PiePlotState, methodName=org.jfree.chart.plot.PiePlotState{getLatestAngle()D 0.0, lineNumber=136, susp=0.0]
kali-susp:Candidate [className=org.jfree.chart.plot.PiePlotState, methodName=org.jfree.chart.plot.PiePlotState{getTotal()D 0.0, lineNumber=118, susp=0.0]
kali-susp:Candidate [className=org.jfree.chart.plot.PiePlotState, methodName=org.jfree.chart.plot.PiePlotState{getPassesRequired()I 0.0, lineNumber=100, susp=0.0]
kali-susp:Candidate [className=org.jfree.chart.plot.PiePlot, methodName=org.jfree.chart.plot.PiePlot{getArcBounds(Ljava/awt/geom/Rectangle2D;Ljava/awt/geom/Rectangle2D;DDD)Ljava/awt/geom/Rectangle2D; 0.0, lineNumber=2752, susp=0.0]
kali-susp:Candidate [className=org.jfree.chart.plot.PiePlot, methodName=org.jfree.chart.plot.PiePlot{getArcBounds(Ljava/awt/geom/Rectangle2D;Ljava/awt/geom/Rectangle2D;DDD)Ljava/awt/geom/Rectangle2D; 0.0, lineNumber=2751, susp=0.0]
kali-susp:Candidate [className=org.jfree.chart.plot.PiePlot, methodName=org.jfree.chart.plot.PiePlot{drawItem(Ljava/awt/Graphics2D;ILjava/awt/geom/Rectangle2D;Lorg/jfree/chart/plot/PiePlotState;I)V 0.0, lineNumber=2377, susp=0.0]
kali-susp:Candidate [className=org.jfree.chart.plot.PiePlot, methodName=org.jfree.chart.plot.PiePlot{drawItem(Ljava/awt/Graphics2D;ILjava/awt/geom/Rectangle2D;Lorg/jfree/chart/plot/PiePlotState;I)V 0.0, lineNumber=2356, susp=0.0]
kali-susp:Candidate [className=org.jfree.chart.plot.PiePlot, methodName=org.jfree.chart.plot.PiePlot{drawItem(Ljava/awt/Graphics2D;ILjava/awt/geom/Rectangle2D;Lorg/jfree/chart/plot/PiePlotState;I)V 0.0, lineNumber=2351, susp=0.0]
kali-susp:Candidate [className=org.jfree.chart.plot.PiePlot, methodName=org.jfree.chart.plot.PiePlot{drawItem(Ljava/awt/Graphics2D;ILjava/awt/geom/Rectangle2D;Lorg/jfree/chart/plot/PiePlotState;I)V 0.0, lineNumber=2350, susp=0.0]
kali-susp:Candidate [className=org.jfree.chart.plot.PiePlot, methodName=org.jfree.chart.plot.PiePlot{drawItem(Ljava/awt/Graphics2D;ILjava/awt/geom/Rectangle2D;Lorg/jfree/chart/plot/PiePlotState;I)V 0.0, lineNumber=2349, susp=0.0]
kali-susp:Candidate [className=org.jfree.chart.plot.PiePlot, methodName=org.jfree.chart.plot.PiePlot{drawItem(Ljava/awt/Graphics2D;ILjava/awt/geom/Rectangle2D;Lorg/jfree/chart/plot/PiePlotState;I)V 0.0, lineNumber=2348, susp=0.0]
kali-susp:Candidate [className=org.jfree.chart.plot.PiePlot, methodName=org.jfree.chart.plot.PiePlot{drawItem(Ljava/awt/Graphics2D;ILjava/awt/geom/Rectangle2D;Lorg/jfree/chart/plot/PiePlotState;I)V 0.0, lineNumber=2347, susp=0.0]
kali-susp:Candidate [className=org.jfree.chart.plot.PiePlot, methodName=org.jfree.chart.plot.PiePlot{drawItem(Ljava/awt/Graphics2D;ILjava/awt/geom/Rectangle2D;Lorg/jfree/chart/plot/PiePlotState;I)V 0.0, lineNumber=2346, susp=0.0]
kali-susp:Candidate [className=org.jfree.chart.plot.PiePlot, methodName=org.jfree.chart.plot.PiePlot{drawItem(Ljava/awt/Graphics2D;ILjava/awt/geom/Rectangle2D;Lorg/jfree/chart/plot/PiePlotState;I)V 0.0, lineNumber=2344, susp=0.0]
kali-susp:Candidate [className=org.jfree.chart.plot.PiePlot, methodName=org.jfree.chart.plot.PiePlot{drawItem(Ljava/awt/Graphics2D;ILjava/awt/geom/Rectangle2D;Lorg/jfree/chart/plot/PiePlotState;I)V 0.0, lineNumber=2343, susp=0.0]
kali-susp:Candidate [className=org.jfree.chart.plot.PiePlot, methodName=org.jfree.chart.plot.PiePlot{drawItem(Ljava/awt/Graphics2D;ILjava/awt/geom/Rectangle2D;Lorg/jfree/chart/plot/PiePlotState;I)V 0.0, lineNumber=2342, susp=0.0]
kali-susp:Candidate [className=org.jfree.chart.plot.PiePlot, methodName=org.jfree.chart.plot.PiePlot{drawItem(Ljava/awt/Graphics2D;ILjava/awt/geom/Rectangle2D;Lorg/jfree/chart/plot/PiePlotState;I)V 0.0, lineNumber=2341, susp=0.0]
