kali-susp:Candidate [className=org.jfree.chart.plot.PiePlot, methodName=org.jfree.chart.plot.PiePlot{getLegendItems()Lorg/jfree/chart/LegendItemCollection; 0.0, lineNumber=2613, susp=1.0]
kali-susp:Candidate [className=org.jfree.chart.block.BlockContainer, methodName=org.jfree.chart.block.BlockContainer{draw(Ljava/awt/Graphics2D;Ljava/awt/geom/Rectangle2D;Ljava/lang/Object;)Ljava/lang/Object; 0.0, lineNumber=236, susp=0.1259881576697424]
kali-susp:Candidate [className=org.jfree.chart.block.BlockContainer, methodName=org.jfree.chart.block.BlockContainer{draw(Ljava/awt/Graphics2D;Ljava/awt/geom/Rectangle2D;Ljava/lang/Object;)Ljava/lang/Object; 0.0, lineNumber=221, susp=0.1259881576697424]
kali-susp:Candidate [className=org.jfree.chart.block.BlockContainer, methodName=org.jfree.chart.block.BlockContainer{draw(Ljava/awt/Graphics2D;Ljava/awt/geom/Rectangle2D;Ljava/lang/Object;)Ljava/lang/Object; 0.0, lineNumber=220, susp=0.1259881576697424]
kali-susp:Candidate [className=org.jfree.chart.block.BlockContainer, methodName=org.jfree.chart.block.BlockContainer{draw(Ljava/awt/Graphics2D;Ljava/awt/geom/Rectangle2D;Ljava/lang/Object;)Ljava/lang/Object; 0.0, lineNumber=219, susp=0.1259881576697424]
kali-susp:Candidate [className=org.jfree.chart.block.BlockContainer, methodName=org.jfree.chart.block.BlockContainer{draw(Ljava/awt/Graphics2D;Ljava/awt/geom/Rectangle2D;Ljava/lang/Object;)Ljava/lang/Object; 0.0, lineNumber=218, susp=0.1259881576697424]
kali-susp:Candidate [className=org.jfree.chart.block.BlockContainer, methodName=org.jfree.chart.block.BlockContainer{draw(Ljava/awt/Graphics2D;Ljava/awt/geom/Rectangle2D;Ljava/lang/Object;)Ljava/lang/Object; 0.0, lineNumber=217, susp=0.1259881576697424]
kali-susp:Candidate [className=org.jfree.chart.block.BlockContainer, methodName=org.jfree.chart.block.BlockContainer{draw(Ljava/awt/Graphics2D;Ljava/awt/geom/Rectangle2D;Ljava/lang/Object;)Ljava/lang/Object; 0.0, lineNumber=216, susp=0.1259881576697424]
kali-susp:Candidate [className=org.jfree.chart.block.BlockContainer, methodName=org.jfree.chart.block.BlockContainer{draw(Ljava/awt/Graphics2D;Ljava/awt/geom/Rectangle2D;Ljava/lang/Object;)Ljava/lang/Object; 0.0, lineNumber=215, susp=0.1259881576697424]
kali-susp:Candidate [className=org.jfree.chart.block.BlockContainer, methodName=org.jfree.chart.block.BlockContainer{draw(Ljava/awt/Graphics2D;Ljava/awt/geom/Rectangle2D;Ljava/lang/Object;)Ljava/lang/Object; 0.0, lineNumber=211, susp=0.1259881576697424]
kali-susp:Candidate [className=org.jfree.chart.block.BlockContainer, methodName=org.jfree.chart.block.BlockContainer{draw(Ljava/awt/Graphics2D;Ljava/awt/geom/Rectangle2D;Ljava/lang/Object;)Ljava/lang/Object; 0.0, lineNumber=210, susp=0.1259881576697424]
kali-susp:Candidate [className=org.jfree.chart.block.BlockContainer, methodName=org.jfree.chart.block.BlockContainer{draw(Ljava/awt/Graphics2D;Ljava/awt/geom/Rectangle2D;Ljava/lang/Object;)Ljava/lang/Object; 0.0, lineNumber=209, susp=0.1259881576697424]
kali-susp:Candidate [className=org.jfree.chart.block.BlockContainer, methodName=org.jfree.chart.block.BlockContainer{draw(Ljava/awt/Graphics2D;Ljava/awt/geom/Rectangle2D;Ljava/lang/Object;)Ljava/lang/Object; 0.0, lineNumber=208, susp=0.1259881576697424]
kali-susp:Candidate [className=org.jfree.chart.block.BlockContainer, methodName=org.jfree.chart.block.BlockContainer{draw(Ljava/awt/Graphics2D;Ljava/awt/geom/Rectangle2D;Ljava/lang/Object;)Ljava/lang/Object; 0.0, lineNumber=207, susp=0.1259881576697424]
kali-susp:Candidate [className=org.jfree.chart.block.BlockContainer, methodName=org.jfree.chart.block.BlockContainer{isEmpty()Z 0.0, lineNumber=131, susp=0.1259881576697424]
kali-susp:Candidate [className=org.jfree.chart.block.AbstractBlock, methodName=org.jfree.chart.block.AbstractBlock{getFrame()Lorg/jfree/chart/block/BlockFrame; 0.0, lineNumber=239, susp=0.1259881576697424]
kali-susp:Candidate [className=org.jfree.chart.text.TextUtilities, methodName=org.jfree.chart.text.TextUtilities{deriveTextBoundsAnchorOffsets(Ljava/awt/Graphics2D;Ljava/lang/String;Lorg/jfree/chart/text/TextAnchor;)[F 0.0, lineNumber=659, susp=0.1259881576697424]
kali-susp:Candidate [className=org.jfree.chart.text.TextUtilities, methodName=org.jfree.chart.text.TextUtilities{deriveTextBoundsAnchorOffsets(Ljava/awt/Graphics2D;Ljava/lang/String;Lorg/jfree/chart/text/TextAnchor;)[F 0.0, lineNumber=655, susp=0.1259881576697424]
kali-susp:Candidate [className=org.jfree.chart.text.TextUtilities, methodName=org.jfree.chart.text.TextUtilities{drawRotatedString(Ljava/lang/String;Ljava/awt/Graphics2D;FFLorg/jfree/chart/text/TextAnchor;DFF)V 0.0, lineNumber=522, susp=0.1259881576697424]
kali-susp:Candidate [className=org.jfree.chart.text.TextUtilities, methodName=org.jfree.chart.text.TextUtilities{drawRotatedString(Ljava/lang/String;Ljava/awt/Graphics2D;FFLorg/jfree/chart/text/TextAnchor;DFF)V 0.0, lineNumber=521, susp=0.1259881576697424]
kali-susp:Candidate [className=org.jfree.chart.text.TextUtilities, methodName=org.jfree.chart.text.TextUtilities{drawRotatedString(Ljava/lang/String;Ljava/awt/Graphics2D;FFLorg/jfree/chart/text/TextAnchor;DFF)V 0.0, lineNumber=518, susp=0.1259881576697424]
kali-susp:Candidate [className=org.jfree.chart.text.TextLine, methodName=org.jfree.chart.text.TextLine{calculateBaselineOffset(Ljava/awt/Graphics2D;Lorg/jfree/chart/text/TextAnchor;)F 0.0, lineNumber=234, susp=0.1259881576697424]
kali-susp:Candidate [className=org.jfree.chart.text.TextLine, methodName=org.jfree.chart.text.TextLine{calculateBaselineOffset(Ljava/awt/Graphics2D;Lorg/jfree/chart/text/TextAnchor;)F 0.0, lineNumber=231, susp=0.1259881576697424]
kali-susp:Candidate [className=org.jfree.chart.text.TextLine, methodName=org.jfree.chart.text.TextLine{calculateBaselineOffset(Ljava/awt/Graphics2D;Lorg/jfree/chart/text/TextAnchor;)F 0.0, lineNumber=230, susp=0.1259881576697424]
kali-susp:Candidate [className=org.jfree.chart.text.TextLine, methodName=org.jfree.chart.text.TextLine{calculateBaselineOffset(Ljava/awt/Graphics2D;Lorg/jfree/chart/text/TextAnchor;)F 0.0, lineNumber=229, susp=0.1259881576697424]
kali-susp:Candidate [className=org.jfree.chart.text.TextLine, methodName=org.jfree.chart.text.TextLine{calculateBaselineOffset(Ljava/awt/Graphics2D;Lorg/jfree/chart/text/TextAnchor;)F 0.0, lineNumber=228, susp=0.1259881576697424]
kali-susp:Candidate [className=org.jfree.chart.text.TextLine, methodName=org.jfree.chart.text.TextLine{calculateBaselineOffset(Ljava/awt/Graphics2D;Lorg/jfree/chart/text/TextAnchor;)F 0.0, lineNumber=227, susp=0.1259881576697424]
kali-susp:Candidate [className=org.jfree.chart.text.TextLine, methodName=org.jfree.chart.text.TextLine{calculateDimensions(Ljava/awt/Graphics2D;)Lorg/jfree/chart/util/Size2D; 0.0, lineNumber=186, susp=0.1259881576697424]
kali-susp:Candidate [className=org.jfree.chart.text.TextLine, methodName=org.jfree.chart.text.TextLine{calculateDimensions(Ljava/awt/Graphics2D;)Lorg/jfree/chart/util/Size2D; 0.0, lineNumber=184, susp=0.1259881576697424]
kali-susp:Candidate [className=org.jfree.chart.text.TextLine, methodName=org.jfree.chart.text.TextLine{calculateDimensions(Ljava/awt/Graphics2D;)Lorg/jfree/chart/util/Size2D; 0.0, lineNumber=183, susp=0.1259881576697424]
kali-susp:Candidate [className=org.jfree.chart.text.TextLine, methodName=org.jfree.chart.text.TextLine{calculateDimensions(Ljava/awt/Graphics2D;)Lorg/jfree/chart/util/Size2D; 0.0, lineNumber=182, susp=0.1259881576697424]
kali-susp:Candidate [className=org.jfree.chart.text.TextLine, methodName=org.jfree.chart.text.TextLine{calculateDimensions(Ljava/awt/Graphics2D;)Lorg/jfree/chart/util/Size2D; 0.0, lineNumber=181, susp=0.1259881576697424]
kali-susp:Candidate [className=org.jfree.chart.text.TextLine, methodName=org.jfree.chart.text.TextLine{calculateDimensions(Ljava/awt/Graphics2D;)Lorg/jfree/chart/util/Size2D; 0.0, lineNumber=180, susp=0.1259881576697424]
kali-susp:Candidate [className=org.jfree.chart.text.TextLine, methodName=org.jfree.chart.text.TextLine{calculateDimensions(Ljava/awt/Graphics2D;)Lorg/jfree/chart/util/Size2D; 0.0, lineNumber=179, susp=0.1259881576697424]
kali-susp:Candidate [className=org.jfree.chart.text.TextLine, methodName=org.jfree.chart.text.TextLine{calculateDimensions(Ljava/awt/Graphics2D;)Lorg/jfree/chart/util/Size2D; 0.0, lineNumber=178, susp=0.1259881576697424]
kali-susp:Candidate [className=org.jfree.chart.text.TextLine, methodName=org.jfree.chart.text.TextLine{calculateDimensions(Ljava/awt/Graphics2D;)Lorg/jfree/chart/util/Size2D; 0.0, lineNumber=177, susp=0.1259881576697424]
kali-susp:Candidate [className=org.jfree.chart.text.TextLine, methodName=org.jfree.chart.text.TextLine{draw(Ljava/awt/Graphics2D;FFLorg/jfree/chart/text/TextAnchor;FFD)V 0.0, lineNumber=164, susp=0.1259881576697424]
kali-susp:Candidate [className=org.jfree.chart.text.TextLine, methodName=org.jfree.chart.text.TextLine{draw(Ljava/awt/Graphics2D;FFLorg/jfree/chart/text/TextAnchor;FFD)V 0.0, lineNumber=162, susp=0.1259881576697424]
kali-susp:Candidate [className=org.jfree.chart.text.TextLine, methodName=org.jfree.chart.text.TextLine{draw(Ljava/awt/Graphics2D;FFLorg/jfree/chart/text/TextAnchor;FFD)V 0.0, lineNumber=161, susp=0.1259881576697424]
kali-susp:Candidate [className=org.jfree.chart.text.TextLine, methodName=org.jfree.chart.text.TextLine{draw(Ljava/awt/Graphics2D;FFLorg/jfree/chart/text/TextAnchor;FFD)V 0.0, lineNumber=160, susp=0.1259881576697424]
kali-susp:Candidate [className=org.jfree.chart.text.TextLine, methodName=org.jfree.chart.text.TextLine{draw(Ljava/awt/Graphics2D;FFLorg/jfree/chart/text/TextAnchor;FFD)V 0.0, lineNumber=159, susp=0.1259881576697424]
kali-susp:Candidate [className=org.jfree.chart.text.TextLine, methodName=org.jfree.chart.text.TextLine{draw(Ljava/awt/Graphics2D;FFLorg/jfree/chart/text/TextAnchor;FFD)V 0.0, lineNumber=158, susp=0.1259881576697424]
kali-susp:Candidate [className=org.jfree.chart.text.TextLine, methodName=org.jfree.chart.text.TextLine{draw(Ljava/awt/Graphics2D;FFLorg/jfree/chart/text/TextAnchor;FFD)V 0.0, lineNumber=157, susp=0.1259881576697424]
kali-susp:Candidate [className=org.jfree.chart.text.TextLine, methodName=org.jfree.chart.text.TextLine{draw(Ljava/awt/Graphics2D;FFLorg/jfree/chart/text/TextAnchor;FFD)V 0.0, lineNumber=156, susp=0.1259881576697424]
kali-susp:Candidate [className=org.jfree.chart.text.TextBlock, methodName=org.jfree.chart.text.TextBlock{calculateOffsets(Lorg/jfree/chart/text/TextBlockAnchor;DD)[F 0.0, lineNumber=308, susp=0.1259881576697424]
kali-susp:Candidate [className=org.jfree.chart.text.TextBlock, methodName=org.jfree.chart.text.TextBlock{calculateOffsets(Lorg/jfree/chart/text/TextBlockAnchor;DD)[F 0.0, lineNumber=307, susp=0.1259881576697424]
kali-susp:Candidate [className=org.jfree.chart.text.TextBlock, methodName=org.jfree.chart.text.TextBlock{calculateOffsets(Lorg/jfree/chart/text/TextBlockAnchor;DD)[F 0.0, lineNumber=306, susp=0.1259881576697424]
kali-susp:Candidate [className=org.jfree.chart.text.TextBlock, methodName=org.jfree.chart.text.TextBlock{calculateOffsets(Lorg/jfree/chart/text/TextBlockAnchor;DD)[F 0.0, lineNumber=289, susp=0.1259881576697424]
kali-susp:Candidate [className=org.jfree.chart.text.TextBlock, methodName=org.jfree.chart.text.TextBlock{calculateOffsets(Lorg/jfree/chart/text/TextBlockAnchor;DD)[F 0.0, lineNumber=285, susp=0.1259881576697424]
kali-susp:Candidate [className=org.jfree.chart.text.TextBlock, methodName=org.jfree.chart.text.TextBlock{calculateOffsets(Lorg/jfree/chart/text/TextBlockAnchor;DD)[F 0.0, lineNumber=270, susp=0.1259881576697424]
kali-susp:Candidate [className=org.jfree.chart.text.TextBlock, methodName=org.jfree.chart.text.TextBlock{calculateOffsets(Lorg/jfree/chart/text/TextBlockAnchor;DD)[F 0.0, lineNumber=268, susp=0.1259881576697424]
kali-susp:Candidate [className=org.jfree.chart.text.TextBlock, methodName=org.jfree.chart.text.TextBlock{calculateOffsets(Lorg/jfree/chart/text/TextBlockAnchor;DD)[F 0.0, lineNumber=267, susp=0.1259881576697424]
kali-susp:Candidate [className=org.jfree.chart.text.TextBlock, methodName=org.jfree.chart.text.TextBlock{calculateOffsets(Lorg/jfree/chart/text/TextBlockAnchor;DD)[F 0.0, lineNumber=266, susp=0.1259881576697424]
kali-susp:Candidate [className=org.jfree.chart.text.TextBlock, methodName=org.jfree.chart.text.TextBlock{draw(Ljava/awt/Graphics2D;FFLorg/jfree/chart/text/TextBlockAnchor;FFD)V 0.0, lineNumber=248, susp=0.1259881576697424]
kali-susp:Candidate [className=org.jfree.chart.text.TextBlock, methodName=org.jfree.chart.text.TextBlock{draw(Ljava/awt/Graphics2D;FFLorg/jfree/chart/text/TextBlockAnchor;FFD)V 0.0, lineNumber=245, susp=0.1259881576697424]
kali-susp:Candidate [className=org.jfree.chart.text.TextBlock, methodName=org.jfree.chart.text.TextBlock{draw(Ljava/awt/Graphics2D;FFLorg/jfree/chart/text/TextBlockAnchor;FFD)V 0.0, lineNumber=239, susp=0.1259881576697424]
kali-susp:Candidate [className=org.jfree.chart.text.TextBlock, methodName=org.jfree.chart.text.TextBlock{draw(Ljava/awt/Graphics2D;FFLorg/jfree/chart/text/TextBlockAnchor;FFD)V 0.0, lineNumber=238, susp=0.1259881576697424]
kali-susp:Candidate [className=org.jfree.chart.text.TextBlock, methodName=org.jfree.chart.text.TextBlock{draw(Ljava/awt/Graphics2D;FFLorg/jfree/chart/text/TextBlockAnchor;FFD)V 0.0, lineNumber=237, susp=0.1259881576697424]
kali-susp:Candidate [className=org.jfree.chart.text.TextBlock, methodName=org.jfree.chart.text.TextBlock{draw(Ljava/awt/Graphics2D;FFLorg/jfree/chart/text/TextBlockAnchor;FFD)V 0.0, lineNumber=236, susp=0.1259881576697424]
kali-susp:Candidate [className=org.jfree.chart.text.TextBlock, methodName=org.jfree.chart.text.TextBlock{draw(Ljava/awt/Graphics2D;FFLorg/jfree/chart/text/TextBlockAnchor;FFD)V 0.0, lineNumber=235, susp=0.1259881576697424]
kali-susp:Candidate [className=org.jfree.chart.text.TextBlock, methodName=org.jfree.chart.text.TextBlock{draw(Ljava/awt/Graphics2D;FFLorg/jfree/chart/text/TextBlockAnchor;FFD)V 0.0, lineNumber=234, susp=0.1259881576697424]
kali-susp:Candidate [className=org.jfree.chart.text.TextBlock, methodName=org.jfree.chart.text.TextBlock{draw(Ljava/awt/Graphics2D;FFLorg/jfree/chart/text/TextBlockAnchor;FFD)V 0.0, lineNumber=233, susp=0.1259881576697424]
kali-susp:Candidate [className=org.jfree.chart.text.TextBlock, methodName=org.jfree.chart.text.TextBlock{draw(Ljava/awt/Graphics2D;FFLorg/jfree/chart/text/TextBlockAnchor;FFD)V 0.0, lineNumber=232, susp=0.1259881576697424]
kali-susp:Candidate [className=org.jfree.chart.text.TextBlock, methodName=org.jfree.chart.text.TextBlock{draw(Ljava/awt/Graphics2D;FFLorg/jfree/chart/text/TextBlockAnchor;FFD)V 0.0, lineNumber=231, susp=0.1259881576697424]
kali-susp:Candidate [className=org.jfree.chart.text.TextBlock, methodName=org.jfree.chart.text.TextBlock{draw(Ljava/awt/Graphics2D;FFLorg/jfree/chart/text/TextBlockAnchor;FFD)V 0.0, lineNumber=230, susp=0.1259881576697424]
kali-susp:Candidate [className=org.jfree.chart.text.TextBlock, methodName=org.jfree.chart.text.TextBlock{draw(Ljava/awt/Graphics2D;FFLorg/jfree/chart/text/TextBlockAnchor;)V 0.0, lineNumber=210, susp=0.1259881576697424]
kali-susp:Candidate [className=org.jfree.chart.text.TextBlock, methodName=org.jfree.chart.text.TextBlock{calculateDimensions(Ljava/awt/Graphics2D;)Lorg/jfree/chart/util/Size2D; 0.0, lineNumber=171, susp=0.1259881576697424]
kali-susp:Candidate [className=org.jfree.chart.text.TextBlock, methodName=org.jfree.chart.text.TextBlock{calculateDimensions(Ljava/awt/Graphics2D;)Lorg/jfree/chart/util/Size2D; 0.0, lineNumber=169, susp=0.1259881576697424]
kali-susp:Candidate [className=org.jfree.chart.text.TextBlock, methodName=org.jfree.chart.text.TextBlock{calculateDimensions(Ljava/awt/Graphics2D;)Lorg/jfree/chart/util/Size2D; 0.0, lineNumber=168, susp=0.1259881576697424]
kali-susp:Candidate [className=org.jfree.chart.text.TextBlock, methodName=org.jfree.chart.text.TextBlock{calculateDimensions(Ljava/awt/Graphics2D;)Lorg/jfree/chart/util/Size2D; 0.0, lineNumber=167, susp=0.1259881576697424]
kali-susp:Candidate [className=org.jfree.chart.text.TextBlock, methodName=org.jfree.chart.text.TextBlock{calculateDimensions(Ljava/awt/Graphics2D;)Lorg/jfree/chart/util/Size2D; 0.0, lineNumber=166, susp=0.1259881576697424]
kali-susp:Candidate [className=org.jfree.chart.text.TextBlock, methodName=org.jfree.chart.text.TextBlock{calculateDimensions(Ljava/awt/Graphics2D;)Lorg/jfree/chart/util/Size2D; 0.0, lineNumber=165, susp=0.1259881576697424]
kali-susp:Candidate [className=org.jfree.chart.text.TextBlock, methodName=org.jfree.chart.text.TextBlock{calculateDimensions(Ljava/awt/Graphics2D;)Lorg/jfree/chart/util/Size2D; 0.0, lineNumber=164, susp=0.1259881576697424]
kali-susp:Candidate [className=org.jfree.chart.text.TextBlock, methodName=org.jfree.chart.text.TextBlock{calculateDimensions(Ljava/awt/Graphics2D;)Lorg/jfree/chart/util/Size2D; 0.0, lineNumber=163, susp=0.1259881576697424]
kali-susp:Candidate [className=org.jfree.chart.text.TextBlock, methodName=org.jfree.chart.text.TextBlock{calculateDimensions(Ljava/awt/Graphics2D;)Lorg/jfree/chart/util/Size2D; 0.0, lineNumber=162, susp=0.1259881576697424]
kali-susp:Candidate [className=org.jfree.chart.text.TextFragment, methodName=org.jfree.chart.text.TextFragment{calculateBaselineOffset(Ljava/awt/Graphics2D;Lorg/jfree/chart/text/TextAnchor;)F 0.0, lineNumber=249, susp=0.1259881576697424]
kali-susp:Candidate [className=org.jfree.chart.text.TextFragment, methodName=org.jfree.chart.text.TextFragment{calculateBaselineOffset(Ljava/awt/Graphics2D;Lorg/jfree/chart/text/TextAnchor;)F 0.0, lineNumber=242, susp=0.1259881576697424]
kali-susp:Candidate [className=org.jfree.chart.text.TextFragment, methodName=org.jfree.chart.text.TextFragment{calculateBaselineOffset(Ljava/awt/Graphics2D;Lorg/jfree/chart/text/TextAnchor;)F 0.0, lineNumber=240, susp=0.1259881576697424]
kali-susp:Candidate [className=org.jfree.chart.text.TextFragment, methodName=org.jfree.chart.text.TextFragment{calculateBaselineOffset(Ljava/awt/Graphics2D;Lorg/jfree/chart/text/TextAnchor;)F 0.0, lineNumber=239, susp=0.1259881576697424]
kali-susp:Candidate [className=org.jfree.chart.text.TextFragment, methodName=org.jfree.chart.text.TextFragment{calculateBaselineOffset(Ljava/awt/Graphics2D;Lorg/jfree/chart/text/TextAnchor;)F 0.0, lineNumber=238, susp=0.1259881576697424]
kali-susp:Candidate [className=org.jfree.chart.text.TextFragment, methodName=org.jfree.chart.text.TextFragment{calculateBaselineOffset(Ljava/awt/Graphics2D;Lorg/jfree/chart/text/TextAnchor;)F 0.0, lineNumber=237, susp=0.1259881576697424]
kali-susp:Candidate [className=org.jfree.chart.text.TextFragment, methodName=org.jfree.chart.text.TextFragment{calculateDimensions(Ljava/awt/Graphics2D;)Lorg/jfree/chart/util/Size2D; 0.0, lineNumber=224, susp=0.1259881576697424]
kali-susp:Candidate [className=org.jfree.chart.text.TextFragment, methodName=org.jfree.chart.text.TextFragment{calculateDimensions(Ljava/awt/Graphics2D;)Lorg/jfree/chart/util/Size2D; 0.0, lineNumber=223, susp=0.1259881576697424]
kali-susp:Candidate [className=org.jfree.chart.text.TextFragment, methodName=org.jfree.chart.text.TextFragment{calculateDimensions(Ljava/awt/Graphics2D;)Lorg/jfree/chart/util/Size2D; 0.0, lineNumber=222, susp=0.1259881576697424]
kali-susp:Candidate [className=org.jfree.chart.text.TextFragment, methodName=org.jfree.chart.text.TextFragment{calculateDimensions(Ljava/awt/Graphics2D;)Lorg/jfree/chart/util/Size2D; 0.0, lineNumber=221, susp=0.1259881576697424]
kali-susp:Candidate [className=org.jfree.chart.text.TextFragment, methodName=org.jfree.chart.text.TextFragment{draw(Ljava/awt/Graphics2D;FFLorg/jfree/chart/text/TextAnchor;FFD)V 0.0, lineNumber=208, susp=0.1259881576697424]
kali-susp:Candidate [className=org.jfree.chart.text.TextFragment, methodName=org.jfree.chart.text.TextFragment{draw(Ljava/awt/Graphics2D;FFLorg/jfree/chart/text/TextAnchor;FFD)V 0.0, lineNumber=207, susp=0.1259881576697424]
kali-susp:Candidate [className=org.jfree.chart.text.TextFragment, methodName=org.jfree.chart.text.TextFragment{draw(Ljava/awt/Graphics2D;FFLorg/jfree/chart/text/TextAnchor;FFD)V 0.0, lineNumber=206, susp=0.1259881576697424]
kali-susp:Candidate [className=org.jfree.chart.block.LineBorder, methodName=org.jfree.chart.block.LineBorder{draw(Ljava/awt/Graphics2D;Ljava/awt/geom/Rectangle2D;)V 0.0, lineNumber=145, susp=0.1259881576697424]
kali-susp:Candidate [className=org.jfree.chart.block.LineBorder, methodName=org.jfree.chart.block.LineBorder{draw(Ljava/awt/Graphics2D;Ljava/awt/geom/Rectangle2D;)V 0.0, lineNumber=143, susp=0.1259881576697424]
kali-susp:Candidate [className=org.jfree.chart.block.LineBorder, methodName=org.jfree.chart.block.LineBorder{draw(Ljava/awt/Graphics2D;Ljava/awt/geom/Rectangle2D;)V 0.0, lineNumber=142, susp=0.1259881576697424]
kali-susp:Candidate [className=org.jfree.chart.block.LineBorder, methodName=org.jfree.chart.block.LineBorder{getInsets()Lorg/jfree/chart/util/RectangleInsets; 0.0, lineNumber=123, susp=0.1259881576697424]
kali-susp:Candidate [className=org.jfree.chart.JFreeChart, methodName=org.jfree.chart.JFreeChart{notifyListeners(Lorg/jfree/chart/event/ChartProgressEvent;)V 0.0, lineNumber=1540, susp=0.125]
kali-susp:Candidate [className=org.jfree.chart.JFreeChart, methodName=org.jfree.chart.JFreeChart{notifyListeners(Lorg/jfree/chart/event/ChartProgressEvent;)V 0.0, lineNumber=1539, susp=0.125]
kali-susp:Candidate [className=org.jfree.chart.JFreeChart, methodName=org.jfree.chart.JFreeChart{drawTitle(Lorg/jfree/chart/title/Title;Ljava/awt/Graphics2D;Ljava/awt/geom/Rectangle2D;Z)Lorg/jfree/chart/entity/EntityCollection; 0.0, lineNumber=1346, susp=0.125]
kali-susp:Candidate [className=org.jfree.chart.JFreeChart, methodName=org.jfree.chart.JFreeChart{drawTitle(Lorg/jfree/chart/title/Title;Ljava/awt/Graphics2D;Ljava/awt/geom/Rectangle2D;Z)Lorg/jfree/chart/entity/EntityCollection; 0.0, lineNumber=1342, susp=0.125]
kali-susp:Candidate [className=org.jfree.chart.JFreeChart, methodName=org.jfree.chart.JFreeChart{drawTitle(Lorg/jfree/chart/title/Title;Ljava/awt/Graphics2D;Ljava/awt/geom/Rectangle2D;Z)Lorg/jfree/chart/entity/EntityCollection; 0.0, lineNumber=1341, susp=0.125]
kali-susp:Candidate [className=org.jfree.chart.JFreeChart, methodName=org.jfree.chart.JFreeChart{drawTitle(Lorg/jfree/chart/title/Title;Ljava/awt/Graphics2D;Ljava/awt/geom/Rectangle2D;Z)Lorg/jfree/chart/entity/EntityCollection; 0.0, lineNumber=1304, susp=0.125]
kali-susp:Candidate [className=org.jfree.chart.JFreeChart, methodName=org.jfree.chart.JFreeChart{drawTitle(Lorg/jfree/chart/title/Title;Ljava/awt/Graphics2D;Ljava/awt/geom/Rectangle2D;Z)Lorg/jfree/chart/entity/EntityCollection; 0.0, lineNumber=1303, susp=0.125]
kali-susp:Candidate [className=org.jfree.chart.JFreeChart, methodName=org.jfree.chart.JFreeChart{drawTitle(Lorg/jfree/chart/title/Title;Ljava/awt/Graphics2D;Ljava/awt/geom/Rectangle2D;Z)Lorg/jfree/chart/entity/EntityCollection; 0.0, lineNumber=1302, susp=0.125]
kali-susp:Candidate [className=org.jfree.chart.JFreeChart, methodName=org.jfree.chart.JFreeChart{drawTitle(Lorg/jfree/chart/title/Title;Ljava/awt/Graphics2D;Ljava/awt/geom/Rectangle2D;Z)Lorg/jfree/chart/entity/EntityCollection; 0.0, lineNumber=1301, susp=0.125]
kali-susp:Candidate [className=org.jfree.chart.JFreeChart, methodName=org.jfree.chart.JFreeChart{drawTitle(Lorg/jfree/chart/title/Title;Ljava/awt/Graphics2D;Ljava/awt/geom/Rectangle2D;Z)Lorg/jfree/chart/entity/EntityCollection; 0.0, lineNumber=1298, susp=0.125]
kali-susp:Candidate [className=org.jfree.chart.JFreeChart, methodName=org.jfree.chart.JFreeChart{drawTitle(Lorg/jfree/chart/title/Title;Ljava/awt/Graphics2D;Ljava/awt/geom/Rectangle2D;Z)Lorg/jfree/chart/entity/EntityCollection; 0.0, lineNumber=1295, susp=0.125]
kali-susp:Candidate [className=org.jfree.chart.JFreeChart, methodName=org.jfree.chart.JFreeChart{drawTitle(Lorg/jfree/chart/title/Title;Ljava/awt/Graphics2D;Ljava/awt/geom/Rectangle2D;Z)Lorg/jfree/chart/entity/EntityCollection; 0.0, lineNumber=1294, susp=0.125]
kali-susp:Candidate [className=org.jfree.chart.JFreeChart, methodName=org.jfree.chart.JFreeChart{drawTitle(Lorg/jfree/chart/title/Title;Ljava/awt/Graphics2D;Ljava/awt/geom/Rectangle2D;Z)Lorg/jfree/chart/entity/EntityCollection; 0.0, lineNumber=1291, susp=0.125]
kali-susp:Candidate [className=org.jfree.chart.JFreeChart, methodName=org.jfree.chart.JFreeChart{drawTitle(Lorg/jfree/chart/title/Title;Ljava/awt/Graphics2D;Ljava/awt/geom/Rectangle2D;Z)Lorg/jfree/chart/entity/EntityCollection; 0.0, lineNumber=1290, susp=0.125]
kali-susp:Candidate [className=org.jfree.chart.JFreeChart, methodName=org.jfree.chart.JFreeChart{drawTitle(Lorg/jfree/chart/title/Title;Ljava/awt/Graphics2D;Ljava/awt/geom/Rectangle2D;Z)Lorg/jfree/chart/entity/EntityCollection; 0.0, lineNumber=1289, susp=0.125]
kali-susp:Candidate [className=org.jfree.chart.JFreeChart, methodName=org.jfree.chart.JFreeChart{drawTitle(Lorg/jfree/chart/title/Title;Ljava/awt/Graphics2D;Ljava/awt/geom/Rectangle2D;Z)Lorg/jfree/chart/entity/EntityCollection; 0.0, lineNumber=1288, susp=0.125]
kali-susp:Candidate [className=org.jfree.chart.JFreeChart, methodName=org.jfree.chart.JFreeChart{drawTitle(Lorg/jfree/chart/title/Title;Ljava/awt/Graphics2D;Ljava/awt/geom/Rectangle2D;Z)Lorg/jfree/chart/entity/EntityCollection; 0.0, lineNumber=1285, susp=0.125]
