kali-susp:Candidate [className=org.apache.commons.math3.optimization.linear.SimplexSolver, methodName=org.apache.commons.math3.optimization.linear.SimplexSolver{getPivotRow(Lorg/apache/commons/math3/optimization/linear/SimplexTableau;I)Ljava/lang/Integer; 0.0, lineNumber=144, susp=0.999246798895305]
kali-susp:Candidate [className=org.apache.commons.math3.dfp.Dfp, methodName=org.apache.commons.math3.dfp.Dfp{multiply(I)Lorg/apache/commons/math3/dfp/Dfp; 0.0, lineNumber=1608, susp=0.0]
kali-susp:Candidate [className=org.apache.commons.math3.dfp.Dfp, methodName=org.apache.commons.math3.dfp.Dfp{multiply(Lorg/apache/commons/math3/dfp/Dfp;)Lorg/apache/commons/math3/dfp/Dfp; 0.0, lineNumber=1536, susp=0.0]
kali-susp:Candidate [className=org.apache.commons.math3.dfp.Dfp, methodName=org.apache.commons.math3.dfp.Dfp{multiply(Lorg/apache/commons/math3/dfp/Dfp;)Lorg/apache/commons/math3/dfp/Dfp; 0.0, lineNumber=1530, susp=0.0]
kali-susp:Candidate [className=org.apache.commons.math3.dfp.Dfp, methodName=org.apache.commons.math3.dfp.Dfp{multiply(Lorg/apache/commons/math3/dfp/Dfp;)Lorg/apache/commons/math3/dfp/Dfp; 0.0, lineNumber=1524, susp=0.0]
kali-susp:Candidate [className=org.apache.commons.math3.dfp.Dfp, methodName=org.apache.commons.math3.dfp.Dfp{divide(Lorg/apache/commons/math3/dfp/Dfp;)Lorg/apache/commons/math3/dfp/Dfp; 0.0, lineNumber=1709, susp=0.0]
kali-susp:Candidate [className=org.apache.commons.math3.dfp.Dfp, methodName=org.apache.commons.math3.dfp.Dfp{strictlyPositive()Z 0.0, lineNumber=849, susp=0.0]
kali-susp:Candidate [className=org.apache.commons.math3.dfp.Dfp, methodName=org.apache.commons.math3.dfp.Dfp{positiveOrNull()Z 0.0, lineNumber=834, susp=0.0]
kali-susp:Candidate [className=org.apache.commons.math3.dfp.Dfp, methodName=org.apache.commons.math3.dfp.Dfp{strictlyNegative()Z 0.0, lineNumber=819, susp=0.0]
kali-susp:Candidate [className=org.apache.commons.math3.dfp.Dfp, methodName=org.apache.commons.math3.dfp.Dfp{negativeOrNull()Z 0.0, lineNumber=804, susp=0.0]
kali-susp:Candidate [className=org.apache.commons.math3.dfp.Dfp, methodName=org.apache.commons.math3.dfp.Dfp{divide(I)Lorg/apache/commons/math3/dfp/Dfp; 0.0, lineNumber=1888, susp=0.0]
kali-susp:Candidate [className=org.apache.commons.math3.dfp.Dfp, methodName=org.apache.commons.math3.dfp.Dfp{divide(I)Lorg/apache/commons/math3/dfp/Dfp; 0.0, lineNumber=1884, susp=0.0]
kali-susp:Candidate [className=org.apache.commons.math3.dfp.Dfp, methodName=org.apache.commons.math3.dfp.Dfp{divide(Lorg/apache/commons/math3/dfp/Dfp;)Lorg/apache/commons/math3/dfp/Dfp; 0.0, lineNumber=1703, susp=0.0]
kali-susp:Candidate [className=org.apache.commons.math3.dfp.Dfp, methodName=org.apache.commons.math3.dfp.Dfp{dfp2sci()Ljava/lang/String; 0.0, lineNumber=2130, susp=0.0]
kali-susp:Candidate [className=org.apache.commons.math3.dfp.Dfp, methodName=org.apache.commons.math3.dfp.Dfp{dfp2sci()Ljava/lang/String; 0.0, lineNumber=2121, susp=0.0]
kali-susp:Candidate [className=org.apache.commons.math3.dfp.Dfp, methodName=org.apache.commons.math3.dfp.Dfp{dfp2sci()Ljava/lang/String; 0.0, lineNumber=2098, susp=0.0]
kali-susp:Candidate [className=org.apache.commons.math3.dfp.Dfp, methodName=org.apache.commons.math3.dfp.Dfp{dfp2sci()Ljava/lang/String; 0.0, lineNumber=2094, susp=0.0]
kali-susp:Candidate [className=org.apache.commons.math3.dfp.Dfp, methodName=org.apache.commons.math3.dfp.Dfp{dfp2sci()Ljava/lang/String; 0.0, lineNumber=2086, susp=0.0]
kali-susp:Candidate [className=org.apache.commons.math3.dfp.Dfp, methodName=org.apache.commons.math3.dfp.Dfp{sqrt()Lorg/apache/commons/math3/dfp/Dfp; 0.0, lineNumber=1966, susp=0.0]
kali-susp:Candidate [className=org.apache.commons.math3.dfp.Dfp, methodName=org.apache.commons.math3.dfp.Dfp{sqrt()Lorg/apache/commons/math3/dfp/Dfp; 0.0, lineNumber=1962, susp=0.0]
kali-susp:Candidate [className=org.apache.commons.math3.dfp.Dfp, methodName=org.apache.commons.math3.dfp.Dfp{sqrt()Lorg/apache/commons/math3/dfp/Dfp; 0.0, lineNumber=1957, susp=0.0]
kali-susp:Candidate [className=org.apache.commons.math3.dfp.Dfp, methodName=org.apache.commons.math3.dfp.Dfp{trunc(Lorg/apache/commons/math3/dfp/DfpField$RoundingMode;)Lorg/apache/commons/math3/dfp/Dfp; 0.0, lineNumber=1096, susp=0.0]
kali-susp:Candidate [className=org.apache.commons.math3.distribution.PascalDistribution, methodName=org.apache.commons.math3.distribution.PascalDistribution{probability(I)D 0.0, lineNumber=138, susp=0.0]
kali-susp:Candidate [className=org.apache.commons.math3.random.EmpiricalDistribution$DataAdapterFactory, methodName=org.apache.commons.math3.random.EmpiricalDistribution$DataAdapterFactory{getAdapter(Ljava/lang/Object;)Lorg/apache/commons/math3/random/EmpiricalDistribution$DataAdapter; 0.0, lineNumber=296, susp=0.0]
kali-susp:Candidate [className=org.apache.commons.math3.distribution.AbstractRealDistribution, methodName=org.apache.commons.math3.distribution.AbstractRealDistribution{inverseCumulativeProbability(D)D 0.0, lineNumber=188, susp=0.0]
kali-susp:Candidate [className=org.apache.commons.math3.distribution.AbstractRealDistribution, methodName=org.apache.commons.math3.distribution.AbstractRealDistribution{inverseCumulativeProbability(D)D 0.0, lineNumber=184, susp=0.0]
kali-susp:Candidate [className=org.apache.commons.math3.distribution.AbstractRealDistribution, methodName=org.apache.commons.math3.distribution.AbstractRealDistribution{inverseCumulativeProbability(D)D 0.0, lineNumber=182, susp=0.0]
kali-susp:Candidate [className=org.apache.commons.math3.analysis.solvers.RiddersSolver, methodName=org.apache.commons.math3.analysis.solvers.RiddersSolver{doSolve()D 0.0, lineNumber=126, susp=0.0]
kali-susp:Candidate [className=org.apache.commons.math3.analysis.solvers.RiddersSolver, methodName=org.apache.commons.math3.analysis.solvers.RiddersSolver{doSolve()D 0.0, lineNumber=116, susp=0.0]
kali-susp:Candidate [className=org.apache.commons.math3.analysis.solvers.RiddersSolver, methodName=org.apache.commons.math3.analysis.solvers.RiddersSolver{doSolve()D 0.0, lineNumber=115, susp=0.0]
kali-susp:Candidate [className=org.apache.commons.math3.analysis.solvers.RiddersSolver, methodName=org.apache.commons.math3.analysis.solvers.RiddersSolver{doSolve()D 0.0, lineNumber=109, susp=0.0]
kali-susp:Candidate [className=org.apache.commons.math3.analysis.solvers.RiddersSolver, methodName=org.apache.commons.math3.analysis.solvers.RiddersSolver{doSolve()D 0.0, lineNumber=106, susp=0.0]
kali-susp:Candidate [className=org.apache.commons.math3.analysis.solvers.RiddersSolver, methodName=org.apache.commons.math3.analysis.solvers.RiddersSolver{doSolve()D 0.0, lineNumber=95, susp=0.0]
kali-susp:Candidate [className=org.apache.commons.math3.analysis.solvers.RiddersSolver, methodName=org.apache.commons.math3.analysis.solvers.RiddersSolver{doSolve()D 0.0, lineNumber=81, susp=0.0]
kali-susp:Candidate [className=org.apache.commons.math3.analysis.solvers.RiddersSolver, methodName=org.apache.commons.math3.analysis.solvers.RiddersSolver{doSolve()D 0.0, lineNumber=78, susp=0.0]
kali-susp:Candidate [className=org.apache.commons.math3.util.ResizableDoubleArray, methodName=org.apache.commons.math3.util.ResizableDoubleArray{setElement(ID)V 0.0, lineNumber=702, susp=0.0]
kali-susp:Candidate [className=org.apache.commons.math3.util.ResizableDoubleArray, methodName=org.apache.commons.math3.util.ResizableDoubleArray{setElement(ID)V 0.0, lineNumber=699, susp=0.0]
kali-susp:Candidate [className=org.apache.commons.math3.util.ResizableDoubleArray, methodName=org.apache.commons.math3.util.ResizableDoubleArray{setElement(ID)V 0.0, lineNumber=696, susp=0.0]
kali-susp:Candidate [className=org.apache.commons.math3.util.ResizableDoubleArray, methodName=org.apache.commons.math3.util.ResizableDoubleArray{setNumElements(I)V 0.0, lineNumber=785, susp=0.0]
kali-susp:Candidate [className=org.apache.commons.math3.util.ResizableDoubleArray, methodName=org.apache.commons.math3.util.ResizableDoubleArray{setNumElements(I)V 0.0, lineNumber=777, susp=0.0]
kali-susp:Candidate [className=org.apache.commons.math3.util.ResizableDoubleArray, methodName=org.apache.commons.math3.util.ResizableDoubleArray{equals(Ljava/lang/Object;)Z 0.0, lineNumber=897, susp=0.0]
kali-susp:Candidate [className=org.apache.commons.math3.util.ResizableDoubleArray, methodName=org.apache.commons.math3.util.ResizableDoubleArray{equals(Ljava/lang/Object;)Z 0.0, lineNumber=884, susp=0.0]
kali-susp:Candidate [className=org.apache.commons.math3.util.ResizableDoubleArray, methodName=org.apache.commons.math3.util.ResizableDoubleArray{equals(Ljava/lang/Object;)Z 0.0, lineNumber=881, susp=0.0]
kali-susp:Candidate [className=org.apache.commons.math3.util.ResizableDoubleArray, methodName=org.apache.commons.math3.util.ResizableDoubleArray{setExpansionMode(I)V 0.0, lineNumber=735, susp=0.0]
kali-susp:Candidate [className=org.apache.commons.math3.util.ResizableDoubleArray, methodName=org.apache.commons.math3.util.ResizableDoubleArray{checkContractExpand(FF)V 0.0, lineNumber=409, susp=0.0]
kali-susp:Candidate [className=org.apache.commons.math3.util.ResizableDoubleArray, methodName=org.apache.commons.math3.util.ResizableDoubleArray{checkContractExpand(FF)V 0.0, lineNumber=403, susp=0.0]
kali-susp:Candidate [className=org.apache.commons.math3.util.ResizableDoubleArray, methodName=org.apache.commons.math3.util.ResizableDoubleArray{checkContractExpand(FF)V 0.0, lineNumber=397, susp=0.0]
kali-susp:Candidate [className=org.apache.commons.math3.optimization.fitting.HarmonicFitter$ParameterGuesser, methodName=org.apache.commons.math3.optimization.fitting.HarmonicFitter$ParameterGuesser{sortObservations()V 0.0, lineNumber=237, susp=0.0]
kali-susp:Candidate [className=org.apache.commons.math3.optimization.fitting.HarmonicFitter$ParameterGuesser, methodName=org.apache.commons.math3.optimization.fitting.HarmonicFitter$ParameterGuesser{guessAOmega()V 0.0, lineNumber=314, susp=0.0]
kali-susp:Candidate [className=org.apache.commons.math3.optimization.fitting.HarmonicFitter$ParameterGuesser, methodName=org.apache.commons.math3.optimization.fitting.HarmonicFitter$ParameterGuesser{guessAOmega()V 0.0, lineNumber=311, susp=0.0]
kali-susp:Candidate [className=org.apache.commons.math3.optimization.fitting.HarmonicFitter$ParameterGuesser, methodName=org.apache.commons.math3.optimization.fitting.HarmonicFitter$ParameterGuesser{guessAOmega()V 0.0, lineNumber=302, susp=0.0]
kali-susp:Candidate [className=org.apache.commons.math3.optimization.fitting.HarmonicFitter$ParameterGuesser, methodName=org.apache.commons.math3.optimization.fitting.HarmonicFitter$ParameterGuesser{guessAOmega()V 0.0, lineNumber=297, susp=0.0]
kali-susp:Candidate [className=org.apache.commons.math3.optimization.fitting.HarmonicFitter$ParameterGuesser, methodName=org.apache.commons.math3.optimization.fitting.HarmonicFitter$ParameterGuesser{sortObservations()V 0.0, lineNumber=231, susp=0.0]
